Article Number,Product Name,Category,Price (MKD),Has Image
900988,LED-WL/1 black/brass-br.'TOCINA',Внатрешно осветлување,3.92,Yes
900989,LED-TL/1 black/brass-br.'TOCINA',Внатрешно осветлување,5.17,Yes
900991,LED-FL/1 black/brass-br.'TOCINA',,10.58,Yes
900992,OD-LED-pedestal/2 black/white 'UGENTO',Надворешно осветлување,4.11,Yes
900993,OD-LED-FL/2 black/white 'UGENTO',Надворешно осветлување,5.57,Yes
900995,OD-WL/1 GU10 black 'IZZALINI',Внатрешно осветлување,1.67,Yes
900996,OD-FL/1 GU10 black 'IZZALINI',Надворешно осветлување,2.55,Yes
900999,CL/1 E27 Ø380 black/wood'COSSANO 3',Внатрешно осветлување,1.85,Yes
901001,CL/1 E27 Ø450 black/wood'COSSANO 3',Внатрешно осветлување,2.57,Yes
901002,HL/1 E27 black 'VENEZUELA',Внатрешно осветлување,5.59,Yes
901003,HL/1 E27 black/gold 'VENEZUELA',Внатрешно осветлување,5.59,Yes
901004,HL/3 E27 black/grey-transp.'MAIONE',Внатрешно осветлување,7.23,Yes
901005,HL/3 E27 black/grey-transp.'MAIONE',Внатрешно осветлување,7.29,Yes
901006,HL/6 E27 black/grey-transp.'MAIONE',Внатрешно осветлување,13.94,Yes
901007,TL/1 E27 black/grey-transp.'MAIONE',Внатрешно осветлување,3.06,Yes
901008,FL/1 E27 black/grey-transp.'MAIONE',Сијалици,4.61,Yes
901011,LED-CL Ø210 w.sensor white 3000K 'FUEVA,Внатрешно осветлување,2.14,Yes
901012,LED-CL Ø285 w.sensor white 3000K 'FUEVA,Внатрешно осветлување,2.7,Yes
901013,LED-CL Ø210 w.sensor black 3000K 'FUEVA,Внатрешно осветлување,2.14,Yes
901014,LED-CL Ø285 w.sensor black 3000K 'FUEVA,Внатрешно осветлување,2.7,Yes
901015,LED-FL black/white 'GIANELLA',,9.96,Yes
901016,LED-WL black/white 'SANIA 4',Внатрешно осветлување,2.25,Yes
901017,LED-WL L-200 black/white 'SANIA 4',Внатрешно осветлување,2.8,Yes
901018,LED-WL L-365 black/white 'SANIA 4',Внатрешно осветлување,3.64,Yes
901019,TL/1 N/N w.glass white 'BANKER',Внатрешно осветлување,4.51,Yes
901025,OD-LED-CCT-WL L-115 anthracite 'GRUTTI',Внатрешно осветлување,2.24,Yes
901026,OD-LED-CCT-WL L-175 anthracite 'GRUTTI',Внатрешно осветлување,2.8,Yes
901028,OD-CL/1 GU10 Ø80 black 'TORRECOLA',Внатрешно осветлување,1.33,Yes
901029,OD-CL/1 GU10 80X80 black 'TORRECOLA',Внатрешно осветлување,1.6,Yes
901031,GARTEN-STECKDOSENSÄULE SCHWARZ 'PARK 5',,3.36,Yes
901032,GARTEN-STECKDOSENSÄULE E27 SW 'PARK 5',Сијалици,4.39,Yes
901033,OD-WL/1 E27 black/black-transp.'SALLE',Внатрешно осветлување,1.95,Yes
901034,OD-pedestal/1 E27 black/black-tr.'SALLE,Надворешно осветлување,1.95,Yes
901035,OD-FL/1 E27 black/black-transp.'SALLE',Надворешно осветлување,2.78,Yes
901036,HL/1 E27 black/brass-br.'EMPOLI',Внатрешно осветлување,2.22,Yes
901037,HL/3 E27 black/brass-br.'EMPOLI',Внатрешно осветлување,7.14,Yes
901038,WL/CL/1 E14 black 'SONNINO',Внатрешно осветлување,1,Yes
901039,2-light E14 black 'SONNINO',Сијалици,2.05,Yes
901041,3-light E14 black 'SONNINO',Сијалици,2.93,Yes
901042,4-light E14 black 'SONNINO',Сијалици,3.91,Yes
901043,LED-AUF-/EINBAUL.Ø100 WEISS 'BOHOYO',Внатрешно осветлување,2.8,Yes
901044,LED-AUF-/EINBAUL.Ø100 SCHWARZ 'BOHOYO',Внатрешно осветлување,2.8,Yes
901045,WL/CL/1 nickel-m./grey/white'BELLIZZI',Внатрешно осветлување,971,Yes
901046,2-light nickel-m./grey/white'BELLIZZI',,2.04,Yes
901047,3-light nickel-m./grey/white'BELLIZZI',,3.06,Yes
901048,4-light nickel-m./grey/white'BELLIZZI',,4.08,Yes
901049,LED-WL SCHWARZ 'VALMONTONE',Внатрешно осветлување,1.69,Yes
901051,LED-WL WEISS 'VALMONTONE',Внатрешно осветлување,1.69,Yes
901052,LED-FL/3 black/white 'MONGOLANDA',,8.12,Yes
901061,TL/1 E14 nickel-m./white 'MACERE',Внатрешно осветлување,2.13,Yes
901062,TL/1 E14 black/brass-br/black-tr.'MACERE,Внатрешно осветлување,2.13,Yes
901063,OD-LED-WL/2 white 'CALPINO 3',Внатрешно осветлување,1.88,Yes
901064,OD-LED-WL/2 black 'CALPINO 3',Внатрешно осветлување,1.88,Yes
901065,OD-LED-WL/2 anthracite 'CALPINO 3',Внатрешно осветлување,2.14,Yes
901066,OD-LED-WL/2 rust brown 'CALPINO 3',Внатрешно осветлување,2.14,Yes
901067,TL/1 E14 sand-coloured 'GEO',Внатрешно осветлување,1.17,Yes
901068,TL/1 E14 grey 'GEO',Внатрешно осветлување,1.17,Yes
901069,SOLAR-LED-RGBW ERDSPIESS SW 'SAMBUCO',Надворешно осветлување,1.69,Yes
901071,SOLAR-LED WL M.SENSOR SW/WS 'DREOLI',Надворешно осветлување,2.68,Yes
901072,SOLAR-LED ERDSPIESS SENSOR SW/WS 'DREOLI,Надворешно осветлување,3.35,Yes
901073,SOLAR-LED WL M.SENSOR SW/WS 'ALTILIA',Надворешно осветлување,2.7,Yes
901074,SOLAR-LED ERDSPIESS SENSOR SW/WS'ALTILIA,Надворешно осветлување,3.24,Yes
901075,SOLAR-LED ERDSPIESS SENSOR SW/WS'ALTILIA,Надворешно осветлување,3.8,Yes
901076,SOLAR-LED WL M.SENSOR SW/WS 'PANTETE',Надворешно осветлување,2.7,Yes
901077,SOLAR-LED ERDSPIESS SENSOR SW/WS'PANTETE,Надворешно осветлување,3.23,Yes
901078,SOLAR-LED ERDSPIESS SENSOR SW/WS'PANTETE,Надворешно осветлување,3.79,Yes
901079,SOLAR-LED WL M.SENSOR SW/WS 'CERRISI',Надворешно осветлување,2.38,Yes
901081,SOLAR-LED WL M.SENSOR SW/WS 'CROARA',Надворешно осветлување,1.96,Yes
901082,SOLAR-LED WL M.SENSOR SW/WS 'SPIANTE',Надворешно осветлување,2.22,Yes
901083,SOLAR-LED WL M.SENSOR SW/WS 'SUZZARA',Надворешно осветлување,2.24,Yes
901084,SOLAR-LED WL M.SENSOR SW/WS 'STIAPPA',Надворешно осветлување,2.55,Yes
901085,SOLAR-LED WL M.SENSOR SW/WS 'PANETTIERI',Надворешно осветлување,2.51,Yes
901086,SOLAR-LED WL M.SENSOR SW/WS 'PANETTIERI',Надворешно осветлување,2.68,Yes
901087,SOLAR-LED LATERNE BRAUN/WS 'MARLIANO',Надворешно осветлување,2.98,Yes
901088,SOLAR-LED TL BRAUN/SW 'MARLIANO',Надворешно осветлување,2.76,Yes
901089,SOLAR-LED LATERNE SW/WS 'USIGNI',Надворешно осветлување,2.39,Yes
901091,LED-WL MS-GEB.'VALMONTONE',Внатрешно осветлување,1.96,Yes
901092,OD-LED-ZIG-RGB/CCT-stripe 5M,Надворешно осветлување,5.29,Yes
901093,LADEGERÄT SW M.KABEL M.USB-C-STECKER,Додатоци,824,Yes
901094,MULTI-LADEGERÄT (6 STK) SCHWARZ,,5.54,Yes
901095,OD-LED-ZIG-RGB/CCT-stripe 3M,Надворешно осветлување,4.08,Yes
901096,DL/1 E27 BRONZE-GEB.'ESPINAL',Внатрешно осветлување,4.48,Yes
901097,HL/1 E27 BRONZE-GEB.'ESPINAL',Внатрешно осветлување,4.48,Yes
901098,HL/3 E27 BRONZE-GEB.'ESPINAL',Внатрешно осветлување,7.78,Yes
901099,TL/1 E27 BRONZE-GEB.'ESPINAL',Внатрешно осветлување,2.52,Yes
901101,STL/1 E27 BRONZE-GEB.'ESPINAL',Сијалици,5.54,Yes
901102,LED-WL wood-optics/white/sat.'SANIA 6',Внатрешно осветлување,8.34,Yes
901103,LED-CL wood-optics 'SELVINA 2',Внатрешно осветлување,5.3,Yes
901104,LED-CL/4 wood-optics 'LASANA 4',Внатрешно осветлување,5.05,Yes
901105,LED-CL L-1100 wood-optics 'RONCADE 2',Внатрешно осветлување,5.59,Yes
901106,LED-HL wood-optics 'LASANA 4',Внатрешно осветлување,7.02,Yes
901107,LED-FL wood-optics 'LASANA 4',,9.99,Yes
901108,LED-ZIG-RGB/CCT-stripe 3M'NEON STRIPE-Z',,3.84,Yes
901109,LED-ZIG-RGB/CCT-stripe 5M'NEON STRIPE-Z',,6.99,Yes
901111,FL/1 E14 black/cappuccino-gold 'FIORANA',Сијалици,3.06,Yes
901112,FL/1 E14 light-sand/white 'FIORANA',Сијалици,3.06,Yes
901113,LED-RGB/CCT-CL black/white 'AMANDOLO',Внатрешно осветлување,5.88,Yes
901114,LED-RGB/CCT-CL white 'AMANDOLO',Внатрешно осветлување,5.88,Yes
901115,LED-RGB/CCT-CL black/white 'AMANDOLO',Внатрешно осветлување,5.28,Yes
901116,LED-RGB/CCT-CL white 'AMANDOLO',Внатрешно осветлување,5.28,Yes
901117,set 3XLED-recessed spot Ø98 white,Внатрешно осветлување,2.79,Yes
901118,set 3XLED-recessed spot Ø98 black/white,Внатрешно осветлување,2.79,Yes
901119,LED-RGB/CCT HL/1 SW/SW-TRANSP'MOLOCHIO-Z,Внатрешно осветлување,5.11,Yes
901121,LED-RGB/CCT HL/3 SW/SW-TRANSP'MOLOCHIO-Z,Внатрешно осветлување,12.48,Yes
901122,LED-RGB/CCT HL/3 white/clear 'CHIUSELLO-,Внатрешно осветлување,12.87,Yes
901123,LED-RGB/CCT HL/1 SCHWARZ 'BALAMORTA-Z',Внатрешно осветлување,4.7,Yes
901124,LED-RGB/CCT HL/3 SCHWARZ 'BALAMORTA-Z',Внатрешно осветлување,11.1,Yes
901125,HL/5 E27 sandy col.'ROMAZZINA',Внатрешно осветлување,13.99,Yes
901126,LED-CL Ø340 wood-optic/white 'MUSURITA',Внатрешно осветлување,2.8,Yes
901128,TL/1 E14 sand-col./white 'FIORANA',Внатрешно осветлување,2.04,Yes
901129,TL/1 E14 black/cappuccino-gold 'FIORANA',Внатрешно осветлување,2.04,Yes
901135,HL/1 E27 Ø300 WEISS 'GAETANO',Внатрешно осветлување,3.21,Yes
901136,HL/1 E27 Ø380 WEISS 'GAETANO',Внатрешно осветлување,3.99,Yes
901138,LED-HL Ø700 black 'RUOTALE',Внатрешно осветлување,10.25,Yes
901139,LED-HL Ø550 sand-colour 'RUOTALE',Внатрешно осветлување,8.82,Yes
901141,LED-HL Ø700 sand-colour 'RUOTALE',Внатрешно осветлување,11.14,Yes
901151,HL/1 GU10 SANDFARBEN/MS-GEB.'CAMINIA',Внатрешно осветлување,2.68,Yes
901152,HL/3 GU10 SANDFARBEN/MS-GEB.'CAMINIA',Внатрешно осветлување,8.51,Yes
901153,WL/1 GU10 M.WIPP.SANDF./MS-GEB.'CAMINIA',Внатрешно осветлување,2.88,Yes
901154,TL/1 GU10 SANDFARBEN/MS-GEB.'CAMINIA',Внатрешно осветлување,3.22,Yes
901155,STL/1 GU10 SANDFARBEN/MS-GEB.'CAMINIA',Сијалици,5.86,Yes
901158,LED-ZIG-RGB/CCT DL SW/WS 'CALAROSSA-Z',Внатрешно осветлување,9.31,Yes
901159,LED-ZIG-RGB/CCT HL SW/WS 'CALAROSSA-Z',Внатрешно осветлување,9.86,Yes
901161,CL/3 E27 black/grey 'COLOMERA',Внатрешно осветлување,5,Yes
901162,HL/1 E27 black/grey 'COLOMERA',Внатрешно осветлување,2.26,Yes
901163,HL/5 E27 black/grey 'COLOMERA',Внатрешно осветлување,8.99,Yes
901164,TL/1 E27 black/grey 'COLOMERA',Внатрешно осветлување,1.78,Yes
901167,LED-EINBAUSPOT Ø92 WEISS 'ARENALS',Внатрешно осветлување,761,Yes
901168,LED-ZIG-RGB/CCT DL GU10 SW/WS 'CAROSSO-Z,Внатрешно осветлување,2.23,Yes
901169,LED-ZIG-RGB/CCT DL GU10 WEISS 'CAROSSO-Z,Внатрешно осветлување,2.23,Yes
901171,CL/1 E27 wood 'TURIALDO',Внатрешно осветлување,1.04,Yes
901172,HL/1 E27 black/wood 'TURIALDO',Внатрешно осветлување,1.26,Yes
901173,TL/1 E27 wood 'TURIALDO',Внатрешно осветлување,1.27,Yes
901174,WL/CL/1 E27 anthracite/wood 'COSWARTH',Внатрешно осветлување,1.48,Yes
901175,2-light E27 anthracite/wood 'COSWARTH',Сијалици,3.06,Yes
901176,3-light E27 anthracite/wood 'COSWARTH',Сијалици,4.8,Yes
901177,HL/1 Ø180 white/brown 'SABINAR',Внатрешно осветлување,2.2,Yes
901178,HL/1 Ø280 white/brown 'SABINAR',Внатрешно осветлување,2.73,Yes
901179,HL/1 Ø400 white/brown 'SABINAR',Внатрешно осветлување,3.87,Yes
901181,HL/1 Ø280 silver-brush./brown 'SABINAR',Внатрешно осветлување,2.58,Yes
901182,HL/1 Ø400 silver-brush./brown 'SABINAR',Внатрешно осветлување,3.92,Yes
901189,LED-WL SCHWARZ/SAT.'TALAMELLO 1',Внатрешно осветлување,3.36,Yes
901191,LED-CCT-DL Ø380 SCHWARZ 'BALAZOTE',Внатрешно осветлување,7.05,Yes
901192,LED-CCT-DL 360X360 SCHWARZ 'BALAZOTE',Внатрешно осветлување,7.05,Yes
901193,HL/4 E27 SW/SW-TRANSP.'CIAMPINO',Внатрешно осветлување,10.89,Yes
901194,HL/5 E27 SW/SW-TRANSP.'CIAMPINO',Внатрешно осветлување,15.32,Yes
901195,LED-RGB/CCT-TL SW/CHROM-TRANSP.'ALFERO-Z,Внатрешно осветлување,5.64,Yes
901196,LED-RGB/CCT-STL SW/CHROM-TRANS.'ALFERO-Z,,10.6,Yes
901197,LED-WL SCHWARZ 'TALAMELLO',Внатрешно осветлување,1.91,Yes
901198,LED-WL Ø150 SCHWARZ 'TALAMELLO',Внатрешно осветлување,1.95,Yes
901199,LED-WL GOLD 'TALAMELLO',Внатрешно осветлување,1.91,Yes
901201,LED-WL Ø150 GOLD 'TALAMELLO',Внатрешно осветлување,1.96,Yes
901202,LED-WL/DL/1 HOLZ/SW/WS 'RIELVES',Внатрешно осветлување,2.06,Yes
901203,LED-BALKEN/2 HOLZ/SW/WS 'RIELVES',,3.64,Yes
901204,LED-BALKEN/3 HOLZ/SW/WS 'RIELVES',,4.76,Yes
901205,LED-QUADRAT/4 HOLZ/SW/WS 'RIELVES',,5.24,Yes
901206,LED-DL SCHWARZ/WS 'GRISOLIA',Внатрешно осветлување,5.04,Yes
901207,LED-HL SCHWARZ/WS 'GRISOLIA',Внатрешно осветлување,6.66,Yes
901208,LED-TL SCHWARZ/WS 'GRISOLIA',Внатрешно осветлување,3.08,Yes
901209,LED-STL SCHWARZ/WS 4000K 'GRISOLIA',,6.66,Yes
901211,LED-DL HOLZOPTIK/WS 'GRISOLIA',Внатрешно осветлување,5.04,Yes
901212,LED-HL HOLZOPTIK/WS 'GRISOLIA',Внатрешно осветлување,6.66,Yes
901213,LED-TL HOLZOPTIK/WS 'GRISOLIA',Внатрешно осветлување,3.08,Yes
901214,LED-STL HOLZOPTIK/WS 4000K 'GRISOLIA',,6.66,Yes
901215,LED-DL SCHWARZ/MS-GEB.'AIETA',Внатрешно осветлување,2.8,Yes
901216,LED-DL MS-GEB./SCHWARZ 'AIETA',Внатрешно осветлување,2.79,Yes
901217,LED-DL SCHWARZ/WS 'LUNGOLAGO',Внатрешно осветлување,3.08,Yes
901218,LED-DL SCHWARZ/WS 'LUNGOLAGO',Внатрешно осветлување,3.48,Yes
901219,LED-DL BRONZE/WS 'LUNGOLAGO',Внатрешно осветлување,3.4,Yes
901221,LED-DL BRONZE/WS 'LUNGOLAGO',Внатрешно осветлување,3.48,Yes
901222,LED-DL 595X310 SCHWAR/MS 4000K 'CALLIERA,Внатрешно осветлување,5.64,Yes
901223,LED-DL 420X300 SCHWAR/MS 4000K 'CALLIERA,Внатрешно осветлување,3.89,Yes
901224,LED-DL 490X445 SCHWAR/MS 4000K 'CALLIERA,Внатрешно осветлување,5.64,Yes
901225,LED-DL 525X310 SCHWAR/MS 4000K 'CALLIERA,Внатрешно осветлување,3.89,Yes
901226,LED-HL MESSING-GEB.'COLMEAL',Внатрешно осветлување,7.2,Yes
901231,LED-WL Ø200 WS/KRISTALLEFF.'MACCHIONI',Внатрешно осветлување,2.99,Yes
901232,LED-CCT-DL Ø380 WS/KRISTALLEFF.'MACCHION,Внатрешно осветлување,6.66,Yes
901233,LED-WL 200X200 WS/KRISTALLEFF.'MACCHIONI,Внатрешно осветлување,3.08,Yes
901234,LED-CCT-DL 380X380 WS/KRIST.EFF.'MACCHIO,Внатрешно осветлување,6.66,Yes
901235,LED-DL 400X120 WS/KRISTALLEFF.'MACCHIONI,Внатрешно осветлување,3.92,Yes
901236,LED-CCT-DL 550X120 WS/KRIST.EFF.'MACCHIO,Внатрешно осветлување,6.1,Yes
901237,LED-WL Ø200 SW/KRISTALLEFF.'MACCHIONI',Внатрешно осветлување,2.81,Yes
901238,LED-CCT-DL Ø380 SW/KRISTALLEFF.'MACCHION,Внатрешно осветлување,6.66,Yes
901239,LED-WL 200X200 SW/KRISTALLEFF.'MACCHIONI,Внатрешно осветлување,2.81,Yes
901241,LED-CCT-DL 380X380 SW/KRIST.EFF.'MACCHIO,Внатрешно осветлување,6.08,Yes
901242,LED-DL 400X120 SW/KRISTALLEFF.'MACCHIONI,Внатрешно осветлување,3.57,Yes
901243,LED-CCT-DL 550X120 SW/KRIST.EFF.'MACCHIO,Внатрешно осветлување,6.1,Yes
901244,LED-DL Ø380 SCHWARZ/GOLD 'TIRIOLO',Внатрешно осветлување,6.38,Yes
901245,LED-DL 380X380 SCHWARZ/GOLD 'TIRIOLO',Внатрешно осветлување,6.38,Yes
901246,LED-DL Ø380 WEISS/SILBER 'TIRIOLO',Внатрешно осветлување,6.38,Yes
901247,LED-DL 380X380 WEISS/SILBER 'TIRIOLO',Внатрешно осветлување,6.38,Yes
901248,LED-DL Ø350 WEISS 'LORETELLO',Внатрешно осветлување,4.49,Yes
901249,LED-DL 350X350 WEISS 'LORETELLO',Внатрешно осветлување,4.47,Yes
901251,LED-DL Ø350 SCHWARZ/WS 'LORETELLO',Внатрешно осветлување,4.47,Yes
901252,LED-DL 350X350 SCHWARZ/WS 'LORETELLO',Внатрешно осветлување,4.49,Yes
901259,DL/1 E27 SCHWARZ/WEISS 'FEBRES',Внатрешно осветлување,4.2,Yes
901261,HL/2 E27 SCHWARZ/WEISS 'FEBRES',Внатрешно осветлување,6.66,Yes
901262,HL/1 E27 SCHWARZ/WEISS 'FEBRES',Внатрешно осветлување,4.19,Yes
901263,HL/3 E27 SCHWARZ/WEISS 'FEBRES',Внатрешно осветлување,7.22,Yes
901264,TL/1 E27 SCHWARZ/WEISS 'FEBRES',Внатрешно осветлување,2.52,Yes
901265,STL/1 E27 SCHWARZ/WEISS 'FEBRES',Сијалици,5.54,Yes
901266,LED-DL SCHWARZ/WS 'SERPINS',Внатрешно осветлување,5.03,Yes
901267,LED-HL SCHWARZ/WS 'SERPINS',Внатрешно осветлување,6.12,Yes
901268,LED-WL SCHWARZ/WS 'SERPINS',Внатрешно осветлување,3.19,Yes
901269,LED-TL SCHWARZ/WS 'SERPINS',Внатрешно осветлување,3.92,Yes
901271,LED-STL SCHWARZ/WS 'SERPINS',,8.34,Yes
901287,LED-RGB/CCT-SPIEGELL.SCHWARZ 'REGELLO-Z',,4.17,Yes
901288,LED-RGB/CCT-SPIEGELL.CHROM 'REGELLO-Z',,4.17,Yes
901291,HL/5 nickel-m/wood/white 'CASTRALVO',Внатрешно осветлување,12.2,Yes
901292,HL/5 nickel-m/wood/amber 'CASTRALVO',Внатрешно осветлување,14.72,Yes
901293,TL/1 E27 natural/white 'CHIETINO 1',Внатрешно осветлување,2.9,Yes
901294,TL/1 E14 white/natural 'TORONA 1',Внатрешно осветлување,4.07,Yes
901297,LED-CCT-DL Ø165 SW 'FUEVA 6',Внатрешно осветлување,1.03,Yes
901298,LED-CCT-DL Ø210 SW 'FUEVA 6',Внатрешно осветлување,1.4,Yes
901299,LED-CCT-DL Ø280 SW 'FUEVA 6',Внатрешно осветлување,1.69,Yes
901301,LED-CCT-DL Ø390 SW 'FUEVA 6',Внатрешно осветлување,2.54,Yes
901302,LED-CCT-DL 150X150 SW 'FUEVA 6',Внатрешно осветлување,1.02,Yes
901303,LED-CCT-DL 220X220 SW 'FUEVA 6',Внатрешно осветлување,1.41,Yes
901304,LED-CCT-DL 290X290 SW 'FUEVA 6',Внатрешно осветлување,1.69,Yes
901305,LED-CCT-DL 390X390 SW 'FUEVA 6',Внатрешно осветлување,2.53,Yes
901306,LED-CCT-DL Ø165 WS 'FUEVA 6',Внатрешно осветлување,1.03,Yes
901307,LED-CCT-DL Ø210 WS 'FUEVA 6',Внатрешно осветлување,1.4,Yes
901308,LED-CCT-DL Ø280 WS 'FUEVA 6',Внатрешно осветлување,1.69,Yes
901309,LED-CCT-DL Ø390 WS 'FUEVA 6',Внатрешно осветлување,2.54,Yes
901311,LED-CCT-DL 150X150 WS 'FUEVA 6',Внатрешно осветлување,1.02,Yes
901312,LED-CCT-DL 220X220 WS 'FUEVA 6',Внатрешно осветлување,1.41,Yes
901313,LED-CCT-DL 290X290 WS 'FUEVA 6',Внатрешно осветлување,1.69,Yes
901314,LED-CCT-DL 390X390 WS 'FUEVA 6',Внатрешно осветлување,2.53,Yes
901315,LED-CCT-DL Ø165 NICKEL 'FUEVA 6',Внатрешно осветлување,1.13,Yes
901316,LED-CCT-DL Ø210 NICKEL 'FUEVA 6',Внатрешно осветлување,1.52,Yes
901317,LED-CCT-DL Ø280 NICKEL 'FUEVA 6',Внатрешно осветлување,1.87,Yes
901318,LED-CCT-DL Ø390 NICKEL 'FUEVA 6',Внатрешно осветлување,2.83,Yes
901319,LED-CCT-DL 150X150 NICKEL 'FUEVA 6',Внатрешно осветлување,1.13,Yes
901321,LED-CCT-DL 220X220 NICKEL 'FUEVA 6',Внатрешно осветлување,1.52,Yes
901322,LED-CCT-DL 290X290 NICKEL 'FUEVA 6',Внатрешно осветлување,1.86,Yes
901323,LED-CCT-DL 390X390 NICKEL 'FUEVA 6',Внатрешно осветлување,2.84,Yes
901324,LED-CCT-DL Ø165 SW 'FUEVA 6',Внатрешно осветлување,1.29,Yes
901325,LED-CCT-DL Ø210 SW 'FUEVA 6',Внатрешно осветлување,1.69,Yes
901326,LED-CCT-DL Ø280 SW 'FUEVA 6',Внатрешно осветлување,1.96,Yes
901328,LED-CCT-DL 150X150 SW 'FUEVA 6',Внатрешно осветлување,1.29,Yes
901329,LED-CCT-DL 220X220 SW 'FUEVA 6',Внатрешно осветлување,1.68,Yes
901331,LED-CCT-DL 290X290 SW 'FUEVA 6',Внатрешно осветлување,1.96,Yes
901332,LED-CCT-DL Ø165 WS 'FUEVA 6',Внатрешно осветлување,1.29,Yes
901333,LED-CCT-DL Ø210 WS 'FUEVA 6',Внатрешно осветлување,1.69,Yes
901334,LED-CCT-DL Ø280 WS 'FUEVA 6',Внатрешно осветлување,1.96,Yes
901335,LED-CCT-DL 150X150 WS 'FUEVA 6',Внатрешно осветлување,1.29,Yes
901336,LED-CCT-DL 220X220 WS 'FUEVA 6',Внатрешно осветлување,1.68,Yes
901337,LED-CCT-DL 290X290 WS 'FUEVA 6',Внатрешно осветлување,1.96,Yes
901372,LED-RGB/CCT-DL Ø210 SW'FUEVA 6-Z',Внатрешно осветлување,2.53,Yes
901373,LED-RGB/CCT-DL Ø280 SW'FUEVA 6-Z',Внатрешно осветлување,2.7,Yes
901374,LED-RGB/CCT-DL 220X220 SW'FUEVA 6-Z',Внатрешно осветлување,2.68,Yes
901375,LED-RGB/CCT-DL 290X290 SW'FUEVA 6-Z',Внатрешно осветлување,2.7,Yes
901376,LED-RGB/CCT-DL Ø210 WS'FUEVA 6-Z',Внатрешно осветлување,2.17,Yes
901377,LED-RGB/CCT-DL Ø280 WS'FUEVA 6-Z',Внатрешно осветлување,2.7,Yes
901378,LED-RGB/CCT-DL 220X220 WS'FUEVA 6-Z',Внатрешно осветлување,2.68,Yes
901379,LED-RGB/CCT-DL 290X290 WS'FUEVA 6-Z',Внатрешно осветлување,2.7,Yes
901381,LED-RGB/CCT-DL Ø210 NICKEL-M.'FUEVA 6-Z',Внатрешно осветлување,2.77,Yes
901382,LED-RGB/CCT-DL Ø280 NICKEL-M.'FUEVA 6-Z',Внатрешно осветлување,2.7,Yes
901383,LED-RGB/CCT-DL 220X220 NICKEL-M.'FUEVA 6,Внатрешно осветлување,2.96,Yes
901384,LED-RGB/CCT-DL 290X290 NICKEL-M.'FUEVA 6,Внатрешно осветлување,3.62,Yes
901385,SET 3XCCT-EINBAUL.Ø86 SW 'FUEVA 6',Внатрешно осветлување,1.38,Yes
901386,LED-CCT-EINBAUL.Ø86 SW 'FUEVA 6',Внатрешно осветлување,459,Yes
901387,LED-CCT-EINBAUL.Ø117 SW 'FUEVA 6',Внатрешно осветлување,621,Yes
901388,LED-CCT-EINBAUL.Ø166 SW 'FUEVA 6',Внатрешно осветлување,723,Yes
901389,LED-CCT-EINBAUL.Ø216 SW 'FUEVA 6',Внатрешно осветлување,1.06,Yes
901391,LED-CCT-EINBAUL.117X117 SW 'FUEVA 6',Внатрешно осветлување,621,Yes
901392,LED-CCT-EINBAUL.166X166 SW 'FUEVA 6',Внатрешно осветлување,741,Yes
901393,LED-CCT-EINBAUL.216X216 SW 'FUEVA 6',Внатрешно осветлување,1.06,Yes
901394,SET 3XCCT-EINBAUL.Ø86 WS 'FUEVA 6',Внатрешно осветлување,1.38,Yes
901395,LED-CCT-EINBAUL.Ø86 WS 'FUEVA 6',Внатрешно осветлување,459,Yes
901396,LED-CCT-EINBAUL.Ø117 WS 'FUEVA 6',Внатрешно осветлување,621,Yes
901397,LED-CCT-EINBAUL.Ø166 WS 'FUEVA 6',Внатрешно осветлување,723,Yes
901398,LED-CCT-EINBAUL.Ø216 WS 'FUEVA 6',Внатрешно осветлување,1.06,Yes
901399,LED-CCT-EINBAUL.117X117 WS 'FUEVA 6',Внатрешно осветлување,621,Yes
901401,LED-CCT-EINBAUL.166X166 WS 'FUEVA 6',Внатрешно осветлување,741,Yes
901402,LED-CCT-EINBAUL.216X216 WS 'FUEVA 6',Внатрешно осветлување,1.06,Yes
901403,SET 3XCCT-EINBAUL.Ø86 NICKEL'FUEVA 6',Внатрешно осветлување,1.5,Yes
901404,LED-CCT-EINBAUL.Ø86 NICKEL'FUEVA 6',Внатрешно осветлување,503,Yes
901405,LED-CCT-EINBAUL.Ø117 NICKEL'FUEVA 6',Внатрешно осветлување,678,Yes
901406,LED-CCT-EINBAUL.Ø166 NICKEL'FUEVA 6',Внатрешно осветлување,840,Yes
901407,LED-CCT-EINBAUL.Ø216 NICKEL'FUEVA 6',Внатрешно осветлување,1.18,Yes
901408,LED-CCT-EINBAUL.117X117 NICKEL'FUEVA 6',Внатрешно осветлување,678,Yes
901409,LED-CCT-EINBAUL.166X166 NICKEL'FUEVA 6',Внатрешно осветлување,850,Yes
901411,LED-CCT-EINBAUL.216X216 NICKEL'FUEVA 6',Внатрешно осветлување,1.18,Yes
901412,LED-CCT-EINBAUL.Ø86 SW IP44,Внатрешно осветлување,509,Yes
901413,LED-CCT-EINBAUL.Ø117 SW IP44,Внатрешно осветлување,678,Yes
901414,LED-CCT-EINBAUL.Ø166 SW IP44,Внатрешно осветлување,846,Yes
901416,LED-CCT-EINBAUL.Ø86 WS IP44,Внатрешно осветлување,509,Yes
901417,LED-CCT-EINBAUL.Ø117 WS IP44,Внатрешно осветлување,678,Yes
901418,LED-CCT-EINBAUL.Ø166 WS IP44,Внатрешно осветлување,846,Yes
